Ministerio,Subsecretaria,Servicio,Pregunta,subpregunta,Respuesta
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Actividad específica ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Estrategia / Programa de difusión ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Otros ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de Difusión de los Funcionarios Encargados del Proceso de Denuncia,"Vía página web o intranet del servicio ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2018 ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2019 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Actividad de difusión Sistema de Integridad 2020 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2018 ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2019 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Hito de lanzamiento Sistema de Integridad 2020 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2018 ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2019 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de difusión del Sistema de Integridad,"Programa de difusión Sistema de Integridad 2020 ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,Correo electrónico,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,Funcionario encargado,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,"Intranet ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,Oficina de Partes,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,Otro,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de consulta,Teléfono,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de denuncia,Archivo electrónico,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de denuncia,Drive institucional,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de denuncia,Otro,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de denuncia,Plataforma interna,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Medios de registro de denuncia,Registro en papel,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Registro Interno de Consulta,,No tiene registro interno de Consulta
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Registro Interno de Denuncia,,No tiene registro interno de denuncia
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Resolución que designa Asesores Técnicos ",,2017
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Resolución que designa Comité de Integridad ",,2017
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Resolución que designa Coordinador de Integridad ",,2020
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Consultas Respondidas 2019,NULL
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Investigación Sumaria 2019,NULL
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias con Sumario Administrativo 2019,NULL
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Desestimada 2019,
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias en Proceso 2019,NULL
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,% de Denuncias Respondidas 2019,1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Consulta 2019,
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Su institución reportó al Servicio Civil con fecha de corte 23 de abril del 2019 (de acuerdo con el oficio 2339) los siguientes indicadores:,Promedio de Días de Demora en Responder una Denuncia 2019,
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Tiene Codigo de Etica,,1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted conoce el Código de Ética de su institución,a.Si conoce el Código de Ética,1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted conoce el Código de Ética de su institución,b.No conoce el Código de Ética,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted conoce el Código de Ética de su institución,c.No tiene conocimiento de este instrumento,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted conoce el Código de Ética de su institución,"No responde ",2
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted conoce la Estructura de Integridad			 ",a.	Si conoce la Estructura de Integridad,1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted conoce la Estructura de Integridad			 ",b.	No conoce la Estructura de Integridad,2
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted conoce la Estructura de Integridad			 ",c.	Tengo alguna información de la Estructura de Integridad,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted conoce la Estructura de Integridad			 ",No responde,0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No responde ",2
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","No sabe cómo utilizar el canal de consulta en materia Integridad ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de consulta en materia Integridad ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de consulta en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de consulta ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No responde ",3
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","No sabe cómo utilizar el canal de denuncia en materia Integridad ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Si sabe cómo utilizar el canal de denuncia en materia Integridad ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe cómo utilizar el canal de denuncia en materia de integridad de su institución. ","Tengo información incompleta sobre cómo utilizar el canal de denuncia ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No existe un canal de consulta en materia Integridad ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","No responde ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Si existe un canal de consulta en materia Integridad ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,"Usted sabe si existe en su institución un canal de consulta en materia de integridad			 ","Tengo alguna información relacionada con el canal de consulta, pero no puedo asegurar si existe un canal para ello ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No existe un canal de denuncia en materia Integridad ",2
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"No responde ",1
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Si existe un canal de denuncia en materia Integridad ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Corporación Nacional Forestal,Usted sabe si existe en su institución un canal de denuncia en materia de integridad,"Tengo alguna información relacionada con el canal de denuncia, pero no puedo asegurar si existe un canal para ello ",0
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,Capacitación de Código de Etica,,Si Realiza capacitación del Código
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,Capacitación del Sistema de Integridad,,Si Realiza capacitación del Sistema de Integridad
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,"Curso de Código de Ética ","Otro ",
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,Difusión de Código de Etica,,Si Realiza algún tipo de Difusión de Código
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,"Difusión de los Funcionarios Encargados del Proceso de Consulta ",,No ha difundido los encargados del proceso de Consulta
Ministerio de Agricultura,Subsecretaría de Agricultura,Instituto de Desarrollo Agropecuario,"Difusión de los Funcionarios Encargados del Proceso de Denuncia ",,No ha difundido los encargados del proceso de Denuncia
