"CD_Concurso","año","Fecha_Convocado","Ministerio","Servicio","Cargo","Nivel","Adscrito","Estado"
"1157",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Talcahuano,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1158",2010,2010-05-16,Ministerio de Desarrollo Social,Servicio Nacional de la Discapacidad,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"1159",2011,2011-02-27,Ministerio de Salud,Servicio de Salud Araucanía Sur,Director/a Hospital Dr. Hernán Henríquez Aravena,II,Adscrito,Finalizado con nombramiento
"116",2005,2005-10-16,Ministerio de Salud,Servicio de Salud del Reloncaví,Subdirector/a Médico/a Hospital de Puerto Montt,II,Adscrito,Desierto
"1160",2011,2011-04-10,Ministerio de Salud,Servicio de Salud Araucanía Sur,Subdirector/a Administrativo/a Hospital Dr. Hernán Henríquez Aravena,II,Adscrito,Finalizado con nombramiento
"1161",2010,2010-09-26,Ministerio de Salud,Servicio de Salud Aconcagua,Director/a Hospital Psiquiátrico Dr. Philippe Pinel,II,Adscrito,Desierto
"1162",2010,2010-05-30,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región Metropolitana,Director/a,I,Adscrito,Finalizado con nombramiento
"1163",2010,2010-06-06,Ministerio de Vivienda y Urbanismo,Servicio de Vivienda y Urbanización Región de Los Lagos,Director/a,I,Adscrito,Desierto
"1164",2010,2010-06-27,Ministerio de Vivienda y Urbanismo,Parque Metropolitano de Santiago,Director/a,I,Adscrito,Finalizado con nombramiento
"1165",2010,2010-06-20,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Vicepresidente/a Ejecutivo/a,I,Adscrito,Desierto
"1166",2010,2010-08-01,Ministerio de Educación,Comisión Nacional de Investigación Científica y Tecnológica,Director/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"1167",2010,2010-08-29,Ministerio de Educación,Junta Nacional de Jardines Infantiles,Director/a Departamento Jurídico,II,Adscrito,Desierto
"1168",2010,2010-09-05,Ministerio de Salud,Superintendencia de Salud,Intendente/a de Prestadores de Salud,II,Adscrito,Finalizado con nombramiento
"1169",,,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Subdirector/a Nacional de Acuicultura,II,Adscrito,Sin Efecto
"117",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Director/a Hospital Luís Calvo Mackenna,II,Adscrito,Finalizado con nombramiento
"1170",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Araucanía Norte,Director/a Servicio de Salud,I,Adscrito,Desierto
"1171",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1172",2010,2010-09-05,Ministerio de Salud,Servicio de Salud Valdivia,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1173",2010,2010-10-03,Ministerio del Interior y Seguridad Pública,Dirección de Previsión de Carabineros de Chile,Fiscal,II,Adscrito,Desierto
"1174",2010,2010-07-04,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Tarapacá,II,Adscrito,Desierto
"1175",2010,2010-07-04,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Maule,II,Adscrito,Desierto
"1176",2010,2010-07-04,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Los Lagos,II,Adscrito,Finalizado con nombramiento
"1177",2010,2010-06-13,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Jefe/a División Función Jurídica,II,Adscrito,Desierto
"1178",2011,2011-02-27,Ministerio de Relaciones Exteriores,Instituto Antártico Chileno,Subdirector/a,II,Adscrito,Finalizado con nombramiento
"1179",2010,2010-08-22,Ministerio de Agricultura,Comisión Nacional de Riego,"Jefe/a División Función: Estudios, Desarrollo y Políticas",II,Adscrito,Desierto
"118",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Director/a Hospital Instituto de Rehabilitación P.A.C,II,Adscrito,Finalizado con nombramiento
"1180",2010,2010-08-22,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"1181",2010,2010-07-02,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Hospital Regional Libertador Bernardo OHiggins,II,Adscrito,Desierto
"1182",2010,2010-06-06,"Ministerio de Economía, Fomento y Turismo",Instituto Nacional de Estadísticas,Director/a Regional Aysén,II,Adscrito,Finalizado con nombramiento
"1183",2010,2010-07-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Atacama,II,Adscrito,Finalizado con nombramiento
"1184",2010,2010-07-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Finalizado con nombramiento
"1185",2010,2010-09-05,Ministerio de Obras Públicas,Dirección General de Aguas,Subdirector/a,II,Adscrito,Desierto
"1186",2010,2010-09-05,Ministerio de Obras Públicas,Dirección General de Aguas,Jefe/a División Legal,II,Adscrito,Desierto
"1187",2010,2010-09-05,Ministerio de Obras Públicas,Dirección General de Aguas,Jefe/a División Estudios y Planificación,II,Adscrito,Finalizado con nombramiento
"1188",2011,2011-04-24,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Director/a Hospital Instituto de Neurocirugía,II,Adscrito,Finalizado con nombramiento
"1189",2011,2011-08-07,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subdirector/a Médico/a Hospital Instituto de Neurocirugía,II,Adscrito,Finalizado con nombramiento
"119",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Subdirector/a Administrativo/a Hospital del Salvador,II,Adscrito,Finalizado con nombramiento
"1190",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Arauco,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1191",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Araucanía Sur,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1192",2010,2010-09-05,Ministerio de Salud,Servicio de Salud del Reloncaví,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1193",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Metropolitano Oriente,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1194",2010,2010-06-20,Ministerio de Obras Públicas,Dirección de Arquitectura,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"1195",2010,2010-06-06,Ministerio de Obras Públicas,Dirección de Contabilidad y Finanzas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"1196",2010,2010-06-06,Ministerio de Obras Públicas,Dirección de Obras Portuarias,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"1197",2011,2011-05-22,Ministerio de Obras Públicas,Dirección de Obras Hidráulicas,Director/a Nacional,I,Adscrito,Finalizado con nombramiento
"1198",2010,2010-08-29,Ministerio de Obras Públicas,Fiscalía del Ministerio de Obras Públicas,Fiscal Nacional,I,Adscrito,Finalizado con nombramiento
"1199",2011,2011-02-27,Ministerio de Salud,Servicio de Salud Araucanía Norte,Director/a Hospital de Angol,II,Adscrito,Finalizado con nombramiento
"12",2005,2005-10-02,Ministerio de Salud,Servicio de Salud Metropolitano Norte,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"120",2005,2005-09-25,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,"Jefe/a Departamento, Función Operaciones",II,Adscrito,Finalizado con nombramiento
"1200",2010,2010-10-17,Ministerio de Salud,Servicio de Salud Araucanía Norte,Jefe/a Departamento Auditoría,II,Adscrito,Finalizado con nombramiento
"1201",2010,2010-08-22,"Ministerio de Economía, Fomento y Turismo",Fiscalía Nacional Económica,Jefe/a División Función Fusiones y Estudios,II,Adscrito,Finalizado con nombramiento
"1202",2010,2010-11-21,Ministerio de Salud,Servicio de Salud Chiloé,Director/a Hospital de Ancud,II,Adscrito,Finalizado con nombramiento
"1203",,,Ministerio de Salud,Superintendencia de Salud,Jefe/a Departamento Función: Gestión de Clientes,II,Adscrito,Sin Efecto
"1204",2015,2015-08-30,Ministerio de Salud,Superintendencia de Salud,Jefe/a Departamento Función: Fiscalización,II,Adscrito,Finalizado con nombramiento
"1205",2010,2010-09-05,Ministerio de Salud,Superintendencia de Salud,Fiscal,II,Adscrito,Finalizado con nombramiento
"1206",2010,2010-06-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Metropolitano/a,II,Adscrito,Desierto
"1207",2010,2010-06-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"1208",2010,2010-06-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director Regional Maule,II,Adscrito,Finalizado con nombramiento
"1209",2010,2010-06-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Pesca y Acuicultura,Director Regional Bío - Bío,II,Adscrito,Finalizado con nombramiento
"121",2005,2005-09-25,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,"Jefe/a Departamento Finanzas, Administración y Servicios Internos",II,Adscrito,Finalizado con nombramiento
"1210",2010,2010-08-08,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"1211",2010,2010-06-27,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Jefe/a División Función Administración y Finanzas,II,Adscrito,Finalizado con nombramiento
"1212",2010,2010-06-27,Ministerio de Hacienda,Servicio de Tesorerías - Tesorería General de la República,Jefe/a División Función Personal,II,Adscrito,Finalizado con nombramiento
"1213",2010,2010-11-07,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento Función: Laboratorio Biomédico Nacional de Referencia,II,Adscrito,Desierto
"1214",2010,2010-11-07,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento Función: Agencia Nacional de Medicamentos,II,Adscrito,Desierto
"1215",2010,2010-11-07,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento de Salud Ocupacional,II,Adscrito,Finalizado con nombramiento
"1216",2010,2010-11-07,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento de Salud Ambiental,II,Adscrito,Finalizado con nombramiento
"1217",2010,2010-11-07,Ministerio de Salud,Instituto de Salud Pública,Jefe/a Departamento de Administración y Finanzas,II,Adscrito,Finalizado con nombramiento
"1218",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Valparaíso - San Antonio,Director/a Servicio de Salud,I,Adscrito,Desierto
"1219",2010,2010-08-15,Ministerio de Salud,Servicio de Salud Ñuble,Jefe/a Departamento Auditoría,II,Adscrito,Desierto
"122",2005,2005-09-25,Ministerio de Salud,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,"Jefe/a Departamento, Función: Asesoría Jurídica",II,Adscrito,Finalizado con nombramiento
"1220",2010,2010-07-25,Ministerio de Salud,Servicio de Salud Viña del Mar - Quillota,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1221",2010,2010-07-25,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional de Turismo,Director/a Regional Tarapacá,II,Adscrito,Finalizado con nombramiento
"1222",2010,2010-08-15,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Jefe/a Departamento Empleo y Capacitación en Empresas,II,Adscrito,Finalizado con nombramiento
"1223",2010,2010-09-26,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Jefe/a División Protección Pecuaria,II,Adscrito,Desierto
"1224",2013,2013-06-23,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Valparaíso,II,Adscrito,Desierto
"1225",2013,2013-06-23,"Ministerio de Economía, Fomento y Turismo",Servicio Nacional del Consumidor,Director/a Regional Los Lagos,II,Adscrito,Finalizado con nombramiento
"1226",2010,2010-08-08,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Araucanía,II,Adscrito,Finalizado con nombramiento
"1227",2010,2010-08-22,Ministerio de Agricultura,Servicio Agrícola y Ganadero,Director/a Regional Aysén,II,Adscrito,Desierto
"1228",2010,2010-08-01,Ministerio de Desarrollo Social,Fondo de Solidaridad e Inversión Social,Jefe/a Departamento Gestión de Programas,II,Adscrito,Finalizado con nombramiento
"1229",2010,2010-07-11,Ministerio de Obras Públicas,Subsecretaria de Obras Públicas,Integrante Panel Técnico,I,No Adscrito,Finalizado con nombramiento
"123",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Araucanía Norte,Subdirector/a Médico/a Servicio de Salud,II,Adscrito,Desierto
"1230",2010,2010-09-26,Ministerio de Salud,Servicio de Salud del Libertador Bernardo O'Higgins,Director/a Servicio de Salud,I,Adscrito,Finalizado con nombramiento
"1231",2010,2010-10-10,Ministerio de Salud,Servicio de Salud Metropolitano Suroriente,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"1232",2010,2010-10-17,Ministerio de Minería,Comisión Chilena del Cobre,Vicepresidente/a Ejecutivo/a,I,Adscrito,Finalizado con nombramiento
"1233",2010,2010-12-26,Ministerio de Educación,"Dirección de Bibliotecas, Archivos y Museos",Jefe/a Departamento Planificación y Presupuesto,II,Adscrito,Finalizado con nombramiento
"1234",2010,2010-11-21,Ministerio de Educación,"Dirección de Bibliotecas, Archivos y Museos",Jefe/a Departamento Jurídico,II,Adscrito,Finalizado con nombramiento
"1235",2010,2010-09-12,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Arica y Parinacota,II,Adscrito,Desierto
"1236",2010,2010-09-12,Ministerio del Trabajo y Previsión Social,Servicio Nacional de Capacitación y Empleo,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Desierto
"1237",2011,2011-03-13,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Subdirector/a Desarrollo Rural,II,Adscrito,Finalizado con nombramiento
"1238",2011,2011-09-04,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Jefe/a División Fiscalía,II,Adscrito,Finalizado con nombramiento
"1239",2011,2011-03-06,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Atacama,II,Adscrito,Finalizado con nombramiento
"124",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Concepción,Director/a Hospital Traumatológico,II,Adscrito,Desierto
"1240",2010,2010-11-28,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Coquimbo,II,Adscrito,Finalizado con nombramiento
"1241",2010,2010-11-28,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Valparaíso,II,Adscrito,Finalizado con nombramiento
"1242",2010,2010-11-28,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional OHiggins,II,Adscrito,Finalizado con nombramiento
"1243",2010,2010-11-28,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Maule,II,Adscrito,Desierto
"1244",2011,2011-03-06,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Bío-Bío,II,Adscrito,Finalizado con nombramiento
"1245",2010,2010-12-26,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Los Lagos,II,Adscrito,Finalizado con nombramiento
"1246",2010,2010-12-26,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Los Ríos,II,Adscrito,Finalizado con nombramiento
"1247",2011,2011-03-06,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Aysén,II,Adscrito,Desierto
"1248",2011,2011-03-06,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Magallanes y la Antártica Chilena,II,Adscrito,Finalizado con nombramiento
"1249",2010,2010-11-28,Ministerio de Agricultura,Instituto de Desarrollo Agropecuario,Director/a Regional Metropolitana,II,Adscrito,Finalizado con nombramiento
"125",2005,2005-10-16,Ministerio de Salud,Servicio de Salud Concepción,Jefe/a Departamento Auditoría,II,Adscrito,Desierto
"1250",2011,2011-03-06,Ministerio de Salud,Centro de Referencia de Salud de Maipú,Subdirector/a Administrativo/a,II,Adscrito,Finalizado con nombramiento
"1251",2010,2010-11-07,Ministerio de Salud,Servicio de Salud Metropolitano Central,Jefe/a Departamento Auditoría,II,Adscrito,Finalizado con nombramiento
"1252",2010,2010-11-28,Ministerio de Salud,Servicio de Salud Metropolitano Central,Director/a Hospital de Urgencia Asistencia Pública,II,Adscrito,Finalizado con nombramiento
"1253",2010,2010-09-12,Ministerio de Salud,Servicio de Salud Metropolitano Occidente,Subdirector/a Administrativo/a Servicio de Salud,II,Adscrito,Finalizado con nombramiento
"1254",2010,2010-08-08,Ministerio del Trabajo y Previsión Social,Instituto de Previsión Social,Director/a Nacional,I,Adscrito,Desierto
"1255",2010,2010-11-28,Ministerio del Deporte,Instituto Nacional de Deportes de Chile,Director/a Regional Tarapacá,II,Adscrito,Desierto
