Adscrito;Nivel;Concurso;Ministerio;Servicio;Nombre Cargo;Fecha Convocatoria;Fecha Envío Nómina;Fecha Desierto;Tipo Desierto
Adscrito;Nivel II;ADP-4329;Ministerio de Obras Públicas;Dirección de Vialidad;Subdirector/a de Obras;09-09-2018;29-11-2018;04-01-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-9600;Ministerio de Educación;Servicio Local de Educación Pública de Iquique;Directivo/a Jefe/a de Gestión de Personas.;08-05-2022;-;01-08-2022;Desierto por Comité
Adscrito;Nivel II;ADP-14693;Ministerio de Educación;Servicio Local de Educación Pública de Iquique;Directivo/a Jefe/a de Gestión de Personas.;23-10-2022;-;17-01-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5010;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Gestión de Datos, Atención Ciudadana y Buenas Prácticas;08-12-2019;-;01-04-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5009;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Supervisión;27-06-2021;09-09-2021;13-10-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-5011;Ministerio de Educación;Superintendencia de Educación Superior;Jefe/a de División de Gestión de Operaciones;19-04-2020;-;14-07-2020;Desierto por Comité
Adscrito;Nivel II;ADP-6371;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión Territorial.;31-01-2021;-;15-04-2021;Desierto por Comité
Adscrito;Nivel II;ADP-5195;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión Territorial.;09-08-2020;23-10-2020;25-11-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5199;Ministerio de Educación;Servicio Local de Educación Pública Gabriela Mistral;Directivo/a Jefe/a de Gestión de Personas.;05-07-2020;21-09-2020;06-11-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5186;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Planificación y Control de Gestión.;26-04-2020;06-07-2020;10-08-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5190;Ministerio de Educación;Servicio Local de Educación Pública Andalién Sur;Directivo/a Jefe/a de Gestión Territorial.;16-08-2020;-;19-10-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5189;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Gestión de Personas.;28-06-2020;15-09-2020;30-10-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5188;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Administración y Finanzas.;19-04-2020;-;30-06-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5641;Ministerio de Educación;Servicio Local de Educación Pública Chinchorro;Directivo/a Jefe/a de Planificación y Control de Gestión.;20-09-2020;-;03-12-2020;Desierto por Comité
Adscrito;Nivel II;ADP-13088;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Administración y Finanzas.;17-07-2022;-;03-10-2022;Desierto por Comité
Adscrito;Nivel II;ADP-13001;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a - Jefe/a de Gestión de Personas;27-11-2022;-;04-04-2023;Desierto por Comité
Adscrito;Nivel II;ADP-5204;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a - Jefe/a de Gestión de Personas;26-01-2020;08-05-2020;18-06-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-14679;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional de Ñuble;19-03-2023;03-07-2023;04-08-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-4302;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional de Ñuble;21-10-2018;07-01-2019;11-02-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-5205;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo/a Jefe/a de Gestión de Personas.;05-01-2020;27-04-2020;02-06-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5200;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo/a Jefe/a de Gestión de Personas;05-01-2020;-;30-04-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5090;Ministerio de Educación;Servicio Local de Educación Pública Atacama;Directivo/a Jefe/a de Gestión Territorial.;15-03-2020;-;01-06-2020;Desierto por Comité
Adscrito;Nivel II;ADP-5050;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;06-10-2019;19-12-2019;17-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-3837;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Antofagasta;14-04-2019;-;20-06-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3437;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Lagos;23-10-2016;06-01-2017;02-02-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-3807;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Secretario/a Ejecutivo/a Inst. Dr. Carlos Ybar;15-10-2017;-;19-12-2017;Desierto por Comité
Adscrito;Nivel II;ADP-3692;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Antofagasta;09-07-2017;-;30-08-2017;Desierto por Comité
Adscrito;Nivel II;ADP-6529;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Subdirector/a Administrativo/a;28-03-2021;14-06-2021;19-07-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-6523;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Subdirector/a Médico/a;24-01-2021;01-04-2021;05-05-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-3426;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Subdirector/a Médico/a;04-09-2016;-;07-11-2016;Desierto por Comité
Adscrito;Nivel II;ADP-6592;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a Jurídico;04-04-2021;22-06-2021;27-07-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-3154;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Operaciones;23-10-2016;24-01-2017;16-02-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-4525;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Administración y Finanzas;11-11-2018;-;30-01-2019;Desierto por Comité
Adscrito;Nivel II;ADP-5329;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Subdirector/a de Administración y Finanzas;29-11-2020;02-03-2021;06-04-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-13731;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a Departamento Gestión y Desarrollo de Personas;12-03-2023;-;30-06-2023;Desierto por Comité
Adscrito;Nivel II;ADP-4994;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Desarrollo y Regulación de Mercado;29-09-2019;11-12-2019;21-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4444;Ministerio del Trabajo y Previsión Social;Dirección General de Crédito Prendario;Jefe/a Departamento de Crédito;31-03-2019;03-06-2019;10-06-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-3716;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División Informática;29-10-2017;18-01-2018;21-02-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-10019;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Región de Ñuble;28-11-2021;03-05-2022;09-06-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-13351;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Región de Ñuble;17-07-2022;-;14-10-2022;Desierto por Comité
Adscrito;Nivel II;ADP-3953;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Ohiggins;10-06-2018;02-08-2018;10-09-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-4036;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Metropolitana;20-05-2018;10-07-2018;07-08-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3844;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;05-08-2018;-;19-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-3955;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Bío Bío;06-05-2018;04-07-2018;07-08-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3668;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;14-05-2017;17-07-2017;05-09-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-10564;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Evaluación, Control y Reclamaciones;17-04-2022;06-07-2022;28-07-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-9025;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Evaluación, Control y Reclamaciones;12-09-2021;-;06-12-2021;Desierto por Comité
Adscrito;Nivel II;ADP-3384;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Maule;02-10-2016;-;17-01-2017;Desierto por Comité
Adscrito;Nivel II;ADP-3565;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;14-05-2017;17-07-2017;29-08-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-3800;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Araucanía;05-08-2018;-;19-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-5051;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Ríos;06-10-2019;19-12-2019;17-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5420;Ministerio de Justicia y Derechos Humanos;Servicio Nacional de Menores;Director/a Regional Bío Bío;26-07-2020;08-10-2020;06-11-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-3481;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;23-10-2016;06-01-2017;02-02-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-3981;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Administración;12-08-2018;-;26-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-14836;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Administración;18-12-2022;14-03-2023;21-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-5181;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital de Coronel;10-05-2020;03-08-2020;20-08-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-3790;Ministerio de Salud;Servicio de Salud del Reloncaví;Jefe/a Departamento de Auditoría;08-10-2017;-;24-11-2017;Desierto por Comité
Adscrito;Nivel II;ADP-1933;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Médico/a Hospital La Serena;11-12-2016;-;07-03-2017;Desierto por Comité
Adscrito;Nivel II;ADP-5183;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Puerto Natales;15-03-2020;-;18-06-2020;Desierto por Comité
Adscrito;Nivel II;ADP-4456;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Atención Primaria;03-03-2019;-;09-05-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4217;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Administrativo Hospital Regional Punta Arenas;16-06-2019;-;16-08-2019;Desierto por Comité
Adscrito;Nivel II;ADP-5156;Ministerio de Salud;Servicio de Salud del Reloncaví;Director/a Atención Primaria;26-07-2020;05-10-2020;17-11-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-5422;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Administración y Finanzas;23-08-2020;28-10-2020;02-12-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4537;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Vivienda y Equipamiento;25-11-2018;12-03-2019;05-04-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4248;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subirector/a de Administración y Finanzas;21-10-2018;-;11-01-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3983;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División de Servicio al Usuario;22-07-2018;28-09-2018;19-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-5069;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo Hospital de San Fernando;20-10-2019;19-12-2019;31-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4483;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Sur;14-04-2019;26-06-2019;19-07-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4296;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Sur;29-07-2018;-;05-10-2018;Desierto por Comité
Adscrito;Nivel II;ADP-7666;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Gestión Financiera;19-06-2022;01-09-2022;03-11-2022;Desierto por Autoridad
Adscrito;Nivel II;ADP-6096;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División Gestión Financiera;22-11-2020;16-02-2021;18-03-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-4504;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Sur;14-07-2019;-;26-09-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3984;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Sur;17-06-2018;04-09-2018;04-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-8329;Ministerio de Salud;Servicio de Salud Biobío;Director/a Hospital Dr. Victor Ríos Ruiz de los Ángeles;11-07-2021;-;14-09-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4995;Ministerio de Salud;Servicio de Salud Araucanía Sur;Subdirector/a Administrativo/a Servicio de Salud;29-09-2019;26-12-2019;21-01-2020;Desierto por Autoridad
Adscrito;Nivel II;ADP-4039;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Administrativo/a Servicio de Salud;18-11-2018;24-01-2019;04-03-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4482;Ministerio de Salud;Servicio de Salud Arauco;Director/a Atención Primaria;02-12-2018;21-03-2019;17-04-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4162;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;14-10-2018;21-12-2018;07-02-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-17139;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a de Hospital Base de Valdivia;16-04-2023;23-06-2023;28-07-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-4485;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Angol;09-12-2018;-;13-03-2019;Desierto por Comité
Adscrito;Nivel II;ADP-3556;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;22-01-2017;13-04-2017;12-05-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-8034;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;27-06-2021;01-09-2021;04-10-2021;Desierto por Autoridad
Adscrito;Nivel II;ADP-4568;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;25-11-2018;04-02-2019;06-03-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-3644;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;09-04-2017;-;12-06-2017;Desierto por Comité
Adscrito;Nivel II;ADP-10238;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;30-10-2022;18-01-2023;04-04-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-3471;Ministerio de Salud;Servicio de Salud Chiloé;Subdirector/a Administrativo/a Servicio de Salud;25-09-2016;-;26-01-2017;Desierto por Comité
Adscrito;Nivel II;ADP-5085;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;23-08-2020;-;30-10-2020;Desierto por Comité
Adscrito;Nivel II;ADP-4161;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Atención Primaria;17-06-2018;23-08-2018;02-10-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-3990;Ministerio de Salud;Servicio de Salud Aysén;Director/a Atención Primaria;14-10-2018;04-01-2019;16-01-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-1983;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital Instituto Nacional del Tórax;08-01-2017;24-03-2017;27-04-2017;Desierto por Autoridad
Adscrito;Nivel II;ADP-8722;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Médico/a Hospital Regional de Punta Arenas Dr. Lautaro Navarro Avaria;10-07-2022;-;15-09-2022;Desierto por Comité
Adscrito;Nivel II;ADP-4699;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Jefe/a División Función: Subdirección Nacional;17-03-2019;-;05-06-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4104;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Los Ríos;21-04-2019;-;09-07-2019;Desierto por Comité
Adscrito;Nivel II;ADP-15654;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;19-03-2023;09-06-2023;21-07-2023;Desierto por Autoridad
Adscrito;Nivel II;ADP-6475;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Coquimbo;14-03-2021;-;17-06-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4124;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;04-11-2018;-;28-12-2018;Desierto por Comité
Adscrito;Nivel II;ADP-4106;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;23-12-2018;15-04-2019;27-05-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-4438;Ministerio de Minería;Servicio Nacional de Geología y Minería;Subdirector/a Nacional de Geología;28-10-2018;-;03-01-2019;Desierto por Comité
Adscrito;Nivel II;ADP-4058;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Araucanía;27-05-2018;03-09-2018;03-09-2018;Desierto por Autoridad
Adscrito;Nivel II;ADP-4109;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Regional Antofagasta;23-12-2018;14-03-2019;24-04-2019;Desierto por Autoridad
Adscrito;Nivel II;ADP-7237;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Arica y Parinacota;01-08-2021;-;07-10-2021;Desierto por Comité
Adscrito;Nivel II;ADP-4052;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Subdirector/a Desarrollo Rural;06-05-2018;-;18-07-2018;Desierto por Comité
