Nivel;Tipo Cargo;Ministerio;Servicio;Nombre Cargo;Fecha Nombramiento;Fecha Inicio Labor;Concurso;Sexo
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Lagos;Director/a Regional Serviu Los Lagos;08-08-2018;21-08-2018;ADP-4076;Hombre
Nivel I;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Nacional;13-03-2018;02-04-2018;ADP-3892;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Secretario/a Ejecutivo/a;10-04-2022;10-05-2022;ADP-13073;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Comisión Nacional de Riego;Secretario/a Ejecutivo/a;05-12-2018;04-12-2018;ADP-4221;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Nacional;20-04-2022;28-04-2022;ADP-13074;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Instituto de Desarrollo Agropecuario;Director/a Nacional;19-03-2018;22-03-2018;ADP-4068;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Ríos;Director/a;05-10-2022;05-10-2022;ADP-12378;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;08-08-2018;01-09-2018;ADP-4074;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Ríos;Director/a;22-11-2018;01-12-2018;ADP-4186;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;15-10-2020;12-11-2020;ADP-5348;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;25-05-2020;04-06-2020;ADP-5115;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Biobío;Director/a Regional Serviu Bío-Bío;18-08-2020;03-09-2020;ADP-5116;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;23-08-2022;01-09-2022;ADP-12504;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Coquimbo;Director/a Regional Serviu Coquimbo;20-02-2019;25-02-2019;ADP-4140;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de la Araucanía;Director/a Regional Serviu Araucanía;26-06-2018;28-06-2018;ADP-3799;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Antofagasta;Director/a Regional Serviu Antofagasta;08-08-2018;01-09-2018;ADP-4065;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Coquimbo;Director/a Regional Serviu Coquimbo;08-03-2023;16-03-2023;ADP-12624;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;Director/a Regional Serviu Atacama;22-11-2018;17-12-2018;ADP-4075;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Maule;Director/a Regional Serviu Maule;08-03-2023;16-03-2023;ADP-7068;Mujer
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;19-05-2023;01-06-2023;ADP-12916;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;08-03-2023;23-03-2023;ADP-12625;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;27-06-2018;29-06-2018;ADP-3888;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;08-08-2018;01-09-2018;ADP-4072;Hombre
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;25-05-2020;01-06-2020;ADP-5220;Mujer
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;22-11-2018;29-11-2018;ADP-4141;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Nacional;02-08-2018;06-08-2018;ADP-4046;Hombre
Nivel I;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Nacional;27-07-2023;27-07-2023;ADP-15738;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Administración y Finanzas;16-02-2021;16-02-2021;ADP-5387;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Administración y Finanzas;31-08-2022;31-08-2022;ADP-10559;Mujer
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Administración y Finanzas;01-08-2017;01-08-2017;ADP-3631;Hombre
Nivel I;Adscrito;Otros Organismos;Consejo para la Transparencia;Director/a de Estudios;24-07-2019;24-07-2019;ADP-4653;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Estudios;01-08-2017;01-08-2017;ADP-3630;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Unidad Estudios;16-02-2021;16-02-2021;ADP-5386;Mujer
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región de Arica y Parinacota;20-01-2023;20-01-2023;ADP-12402;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a Regional, Región de Arica y Parinacota;11-06-2019;02-07-2019;ADP-4225;Hombre
Nivel I;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Director/a;17-12-2021;20-01-2022;ADP-7827;Mujer
Nivel I;Adscrito;Ministerio de Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;Director/a;17-05-2023;12-06-2023;ADP-12375;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista DDHH;29-04-2020;29-04-2020;ADP-5144;Mujer
Nivel I;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Superintendente/a;16-12-2022;16-12-2022;ADP-12013;Mujer
Nivel I;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Director/a Ejecutivo/a;17-05-2023;17-05-2023;ADP-13527;Hombre
Nivel I;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Secretario/a Ejecutivo/a;05-10-2022;21-11-2022;ADP-12518;Hombre
Nivel I;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Secretario/a Ejecutivo/a;06-08-2018;20-08-2018;ADP-4047;Hombre
Nivel I;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Superintendente/a;14-11-2022;01-12-2022;ADP-12521;Mujer
Nivel I;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Superintendente/a;06-07-2020;07-09-2020;ADP-5307;Hombre
Nivel I;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Director/a Ejecutivo/a;05-07-2019;09-07-2019;ADP-4468;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Nacional;02-09-2021;01-10-2021;ADP-7583;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Nacional;05-10-2022;12-10-2022;ADP-12631;Hombre
Nivel I;Adscrito;Ministerio de Hacienda;Defensoría del Contribuyente;Defensor/a Nacional del Contribuyente;05-05-2023;05-05-2023;ADP-14489;Hombre
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Director/a Ejecutivo/a;04-07-2017;19-07-2017;ADP-3508;Hombre
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a Nacional;01-04-2022;04-04-2022;ADP-12475;Hombre
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Director/a Ejecutivo/a;20-10-2020;17-02-2021;ADP-5416;Hombre
Nivel I;Adscrito;Otros Organismos;Cuarto Tribunal Tributario Aduanero Región Metropolitana;Juez/a Tributario Cuarto Tribunal Metropolitano;26-05-2022;26-05-2022;ADP-8573;Mujer
Nivel I;Adscrito;Ministerio de Hacienda;Defensoría del Contribuyente;Consejero/a;19-06-2023;19-06-2023;ADP-11884;Mujer
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Dirección Nacional de Fronteras y Límites;Director/a Nacional;04-01-2023;17-01-2023;ADP-12008;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de la Araucanía;Rector/a;03-05-2017;03-05-2017;ADP-3595;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad Personas;16-02-2021;16-02-2021;ADP-5430;Mujer
Nivel I;Adscrito;Ministerio del Medio Ambiente;Superintendencia del Medio Ambiente;Superintendente/a;04-10-2019;04-10-2019;ADP-4563;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista DDHH;05-11-2021;05-11-2021;ADP-7695;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de la Araucanía;Rector/a;09-09-2020;09-09-2020;ADP-5277;Mujer
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Director/a Ejecutivo/a;04-01-2023;12-01-2023;ADP-12509;Hombre
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Director/a;29-12-2017;03-01-2018;ADP-3648;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Jefe/a de la Unidad Planificación, Control de Gestión y TICS;16-02-2021;16-02-2021;ADP-5431;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Tarapacá;Rector/a;06-09-2017;06-09-2017;ADP-3657;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Coquimbo;Rector/a;23-09-2021;23-09-2021;ADP-7520;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista sistemas penitenciarios;05-11-2021;05-11-2021;ADP-7729;Mujer
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto Comité Prevención contra la Tortura especialista DDHH;05-11-2021;05-11-2021;ADP-7728;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Tarapacá;Rector/a;23-09-2021;23-09-2021;ADP-7519;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Salud);05-11-2021;05-11-2021;ADP-7823;Mujer
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Social);31-05-2022;31-05-2022;ADP-7709;Hombre
Nivel I;Adscrito;Otros Organismos;Instituto Nacional de Derechos Humanos;Integrante Experto del Comité de Prevención contra la Tortura (Especialista en el Área Social);29-04-2020;29-04-2020;ADP-5124;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Nacional;05-07-2018;11-07-2018;ADP-3998;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Nacional;09-05-2022;09-05-2022;ADP-13145;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Nacional;13-03-2018;01-04-2018;ADP-3848;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Consejero/a (Profesional del área económica o de administración);11-08-2021;11-08-2021;ADP-7469;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Consejero/a (Psicólogo o Nutriólogo);11-08-2021;11-08-2021;ADP-7468;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Consejero/a (Profesional del área de la Educación);26-08-2021;26-08-2021;ADP-7466;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Consejero/a (Abogado experto en materia de protección de derechos de niños, niñas y adolescentes);26-08-2021;26-08-2021;ADP-7465;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Consejero/a (Médico Psiquiatra Infanto-Juvenil);11-08-2021;11-08-2021;ADP-7467;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Instituto Nacional de la Juventud;Director/a Nacional;10-12-2020;15-12-2020;ADP-5419;Mujer
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Nacional;21-06-2019;21-06-2019;ADP-4641;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Director/a Nacional;26-06-2018;27-06-2018;ADP-3997;Hombre
Nivel I;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional del Adulto Mayor;Director/a Nacional;05-10-2022;11-10-2022;ADP-12385;Mujer
Nivel I;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo de Chile;Director/a Nacional;29-03-2023;31-03-2023;ADP-11883;Hombre
Nivel I;Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a de la Unidad de Estudios, Publicaciones y Estadísticas;31-07-2023;31-07-2023;ADP-15061;Mujer
Nivel I;Adscrito;Ministerio de Ciencia, Tecnología, Conocimiento e Innovación;Agencia Nacional de Investigación y Desarrollo de Chile;Director/a Nacional;26-07-2019;06-08-2019;ADP-4685;Mujer
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región del Maule;Rector/a;03-06-2021;03-06-2021;ADP-5852;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Director/a Ejecutivo;19-10-2022;07-11-2022;ADP-12936;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;31-08-2018;31-10-2018;ADP-3995;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;04-12-2020;07-12-2020;ADP-5343;Hombre
Nivel I;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Vicepresidente/a Ejecutivo/a;17-11-2021;17-11-2021;ADP-8256;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Director/a;29-03-2022;12-04-2022;ADP-12650;Mujer
Nivel I;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Vicepresidente/a Ejecutivo/a;19-01-2023;27-02-2023;ADP-12373;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;06-02-2017;09-02-2017;ADP-3502;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;25-07-2023;01-08-2023;ADP-18380;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;07-07-2020;20-07-2020;ADP-5306;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Nacional;14-09-2018;01-10-2018;ADP-4095;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Nacional;13-03-2018;30-05-2018;ADP-4070;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Nacional;22-06-2021;01-07-2021;ADP-6937;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Pesca y Acuicultura;Director/a Nacional;02-02-2023;07-02-2023;ADP-12802;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Fiscal Nacional Económico;09-05-2023;19-05-2023;ADP-15682;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Fiscal Nacional Económico;10-12-2018;11-12-2018;ADP-4348;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Propiedad Industrial;Director/a Nacional;03-06-2019;24-06-2019;ADP-4532;Mujer
Nivel I;Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a Unidad de Promoción y Difusión de Derechos;16-10-2019;16-10-2019;ADP-4854;Hombre
Nivel I;Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a Unidad de Promoción y Difusión de Derechos;17-11-2022;15-11-2021;ADP-8493;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Nacional;23-04-2018;23-04-2018;ADP-4069;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;04-01-2023;23-01-2023;ADP-11867;Hombre
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional de Turismo;Director/a Nacional;08-08-2018;27-08-2018;ADP-4020;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Nacional;30-09-2022;17-10-2022;ADP-11614;Hombre
Nivel I;Adscrito;Autónomo;Defensoría de los Derechos de la Niñez;Director/a de la Unidad de Estudios, Publicaciones y Estadísticas;04-11-2019;07-10-2019;ADP-4852;Mujer
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a General;26-06-2020;01-07-2020;ADP-5023;Hombre
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Dirección General de Promocion de Exportaciones;Director/a General;04-01-2023;01-02-2023;ADP-12388;Hombre
Nivel I;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Ejecutivo/a;06-04-2022;23-04-2022;ADP-12700;Mujer
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región del Maule;Rector/a;08-05-2017;08-05-2017;ADP-3594;Mujer
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de la Araucanía;Rector/a;18-05-2021;18-05-2021;ADP-5853;Mujer
Nivel I;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Desarrollo Sustentable de la Pesca Artesanal y de la Acuicultura de Pequeña Escala;Director/a Ejecutivo;05-01-2021;25-01-2021;ADP-5389;Hombre
Nivel I;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Ejecutivo/a;14-03-2018;14-03-2018;ADP-3920;Hombre
Nivel I;Adscrito;Autónomo;Centro de Formación Técnica de la Región de Los Ríos;Rector/a;09-03-2018;12-03-2018;ADP-3766;Hombre
Nivel I;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Director/a;02-03-2023;14-03-2023;ADP-14927;Hombre
