Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Año Convocatoria;Mes Convocatoria;Concurso;Id Cargo
Nivel II;Adscrito;Ministerio de Educación;Agencia de Calidad de la Educación;Jefe/a División de Administración General;2022;dic;ADP-15240;II 925
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Fiscal;2022;dic;ADP-9208;II 1648
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Antofagasta;2022;dic;ADP-11881;II 163
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Los Ríos;2022;dic;ADP-13735;II 664
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Maule;Director/a Hospital de Talca;2022;dic;ADP-13328;II 498
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Los Lagos;2022;sep;ADP-12997;II 918
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a de División de Fiscalía;2022;sep;ADP-5805;II 1437
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;2022;nov;ADP-15040;II 96
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Servicio de Salud;2022;jun;ADP-11632;II 562
Nivel II;Adscrito;Ministerio de Hacienda;Dirección Nacional del Servicio Civil;Subdirector/a de Alta Dirección Pública;2022;may;ADP-12550;II 1267
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Administración y Finanzas;2022;may;ADP-12739;II 1679
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital San José;2022;oct;ADP-12812;II 424
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a Subdirector Nacional;2022;may;ADP-9706;II 1737
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Maule Costa;Directivo/a Jefe/a de Planificación y Control de Gestión;2022;may;ADP-9568;II 1681
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Aysén;Directivo/a Jefe/a de Planificación y Control de Gestión;2022;may;ADP-9580;II 1696
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Jefe/a de División de estudios y Análisis Financiero;2022;oct;ADP-10562;II 1515
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Los Lagos;2022;jul;ADP-10921;II 1666
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Gendarmería de Chile;Subdirector/a Administración y Finanzas;2022;oct;ADP-12379;II 831
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Aysén;2022;oct;ADP-9498;II 1621
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Dirección del Trabajo;Subdirector/a;2022;oct;ADP-9086;II 1222
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Subdirector/a de Operaciones Habitacionales;2022;oct;ADP-13039;II 1225
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Antofagasta;2022;sep;ADP-10920;II 1656
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Migraciones;Director/a División Jurídica;2022;ago;ADP-14232;II 1739
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Valparaíso;2022;jul;ADP-12990;II 911
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Subdirector/a Administrativo/a Hospital Base de Osorno;2022;jul;ADP-5166;II 563
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Bío-Bío;2022;abr;ADP-9358;II 100
Nivel II;Adscrito;Ministerio de Educación;Superintendencia de Educación;Director/a Regional Libertador Bernardo OHiggins;2022;nov;ADP-12992;II 913
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División de Gestión y Desarrollo de Personas;2022;nov;ADP-6526;II 1434
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Punilla Cordillera;Directivo/a Jefe/a de Planificación y Control de Gestión;2022;jun;ADP-9570;II 1686
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública de Magallanes;Directivo/a Jefe/a de Planificación y Control de Gestión;2022;jun;ADP-9586;II 1691
Nivel II;Adscrito;Ministerio de Obras Públicas;Dirección General de Concesiones de Obras Públicas;Jefe/a División Participación Medio Ambiente y Territorio;2022;sep;ADP-12836;II 1511
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Director/a Zonal Centro Norte;2022;oct;ADP-7387;II 1439
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Tecnología y Sistemas;2022;ago;ADP-13521;II 87
Nivel II;Adscrito;Ministerio de la Mujer y la Equidad de Género;Servicio Nacional de la Mujer y la Equidad de Género;Subdirector/a;2022;may;ADP-11637;II 1121
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Llanquihue;Directivo Jefe de Administración y Finanzas;2022;jul;ADP-13040;II 1572
Nivel II;Adscrito;Ministerio de Energía;Comisión Nacional de Energía;Jefe/a Departamento Función Hidrocarburos;2023;ene;ADP-16787;II 790
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Los Ríos;2023;ene;ADP-13729;II 756
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional Tarapacá;2023;ene;ADP-15244;II 280
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Corporación Nacional de Desarrollo Indígena;Director/a Regional Valdivia;2023;mar;ADP-13384;II 1245
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Jefe/a Departamento Auditoría;2023;mar;ADP-15105;II 387
Nivel II;Adscrito;Ministerio de Salud;Fondo Nacional de Salud;Jefe/a División Comercialización;2023;may;ADP-12808;II 1164
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;2023;feb;ADP-16279;II 85
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Servicio Nacional del Consumidor;Director/a Regional Tarapacá;2023;feb;ADP-15639;II 145
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Jefe/a División Jurídica;2023;abr;ADP-16401;II 159
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Araucanía;2023;mar;ADP-13532;II 822
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Seguridad Social;Intendente/a de Seguridad y Salud en el Trabajo;2023;abr;ADP-15640;II 1005
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Director/a Hospital de San Carlos;2023;abr;ADP-11625;II 512
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud del Reloncaví;Subdirector/a Administrativo/a Servicio de Salud;2023;abr;ADP-16786;II 570
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Los Ríos;2023;may;ADP-16630;II 666
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital de Urgencia Asistencia Pública;2023;may;ADP-5108;II 444
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Coquimbo;2020;mar;ADP-5283;II 1613
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación de Huasco;Jefe/a de Unidad Apoyo Técnico Pedagógico;2020;mar;ADP-5033;II 1456
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Puerto Natales;2020;oct;ADP-5467;II 1180
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Roberto del Río;2020;jun;ADP-5372;II 425
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Sur;Subdirector/a Administrativo/a Hospital Dr. Hernán Henríquez Aravena;2020;sep;ADP-5472;II 547
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Director/a Hospital de Lota;2020;dic;ADP-6180;II 521
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Lagos;2020;nov;ADP-5685;II 240
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Bío - Bío;2020;nov;ADP-5684;II 232
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subirector/a Administrativo Hospital Luis Tisné;2020;may;ADP-5080;II 1183
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Quellón;2020;sep;ADP-5232;II 698
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a Hospital Provincial del Huasco;2020;may;ADP-5352;II 384
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Subdirector/a Administrativo Hospital Regional Punta Arenas;2020;ene;ADP-5028;II 1179
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Dr. Luis Tisné Brousse;2020;mar;ADP-5233;II 743
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Director/a Hospital de la Florida;2020;abr;ADP-4965;II 1447
Nivel II;Adscrito;Ministerio de Educación;Servicio Local de Educación Pública Colchagua;Directivo/a Jefe/a de Gestión de Personas.;2020;oct;ADP-5586;II 1592
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Los Ríos;2020;oct;ADP-5274;II 670
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Regional Aysén;2020;oct;ADP-5273;II 241
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital Psiquiátrico Dr. Philippe Pinel;2020;nov;ADP-5829;II 398
Nivel II;Adscrito;Ministerio de Defensa Nacional;Caja de Previsión de la Defensa Nacional;Jefe/a División Función Administración y Finanzas;2021;jul;ADP-8257;II 11
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital Dr. Félix Bulnes Cerda;2021;jul;ADP-8334;II 455
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Subdirector/a Nacional;2021;may;ADP-7148;II 8
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Administrativo de los Gobiernos Regionales;Jefe/a de Unidad de Control del Gobierno Regional Atacama;2021;jun;ADP-7373;II 1612
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;2021;jun;ADP-7731;II 203
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Araucanía;2021;oct;ADP-8473;II 169
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Ñuble;2021;oct;ADP-7582;II 1663
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Puerto Natales;2021;nov;ADP-9542;II 1180
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de Protección Especializada a la Niñez y Adolescencia;Director/a Regional Tarapacá;2021;oct;ADP-7568;II 1655
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Jefe/a División de Planificación y Desarrollo;2021;oct;ADP-8251;II 894
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Viña del Mar-Quillota;Director/a Hospital Gustavo Fricke;2021;oct;ADP-9098;II 403
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subirector/a Administrativo Hospital de Melipilla;2021;sep;ADP-5178;II 1193
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Informática;2016;dic;ADP-3417;II 72
Nivel II;Adscrito;Ministerio de Hacienda;Servicio Nacional de Aduanas;Subdirector/a Función Técnico/a;2016;dic;ADP-3418;II 68
Nivel II;Adscrito;Ministerio de Desarrollo Social y Familia;Servicio Nacional de la Discapacidad;Director/a Regional Los Ríos;2016;sep;ADP-3415;II 803
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Jefe/a Unidad de Informática y Estadísticas;2016;oct;ADP-3515;II 224
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a de División Función Jurídica;2017;abr;ADP-3411;II 83
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Hospital Instituto Psiquiátrico Dr. José Horwitz Barak;2017;abr;ADP-3499;II 426
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Jardines Infantiles;Director/a Regional, Región de Valparaíso;2017;ene;ADP-3489;II 190
Nivel II;Adscrito;Ministerio de Energía;Comisión Chilena de Energía Nuclear;Jefe/a División de Productos y Servicios;2017;mar;ADP-3616;II 643
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Agencia de Promoción de la Inversión Extranjera;Jefe/a División de Comunicaciones y Marketing;2017;may;ADP-3662;II 1119
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;Fiscal;2017;abr;ADP-3328;II 22
Nivel II;Adscrito;Ministerio de Defensa Nacional;Dirección General de Aeronáutica Civil;Director/a Función: Departamento Finanzas;2017;abr;ADP-3638;II 31
Nivel II;Adscrito;Ministerio de las Culturas, las artes y el Patrimonio;Servicio Nacional del Patrimonio Cultural;Jefe/a División;2017;may;ADP-3667;II 1469
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División de Administración y Gestión;2017;sep;ADP-3758;II 90
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Los Ríos;Director/a de Hospital Base de Valdivia;2017;sep;ADP-3778;II 559
Nivel II;Adscrito;Ministerio del Medio Ambiente;Servicio de Evaluación Ambiental;Director/a Regional Magallanes y la Antártica Chilena;2017;sep;ADP-3754;II 826
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Relaciones Institucionales;2017;jul;ADP-3647;II 1150
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Maule;2017;jul;ADP-3688;II 253
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Jefe/a División Jurídica;2017;oct;ADP-3803;II 97
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Jefe/a Departamento de Auditoría;2017;oct;ADP-3752;II 394
Nivel II;Adscrito;Ministerio de Relaciones Exteriores;Dirección Nacional de Fronteras y Límites;Director/a de Fronteras;2017;jun;ADP-3636;II 6
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región Metropolitana Santiago Poniente;2017;abr;ADP-3646;II 57
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Superintendencia de Pensiones;Jefe/a División Financiera;2017;oct;ADP-3818;II 733
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Director/a Regional Tesorero/a Región de Los Ríos;2017;abr;ADP-3653;II 653
Nivel II;Adscrito;Ministerio de Energía;Superintendencia de Electricidad y Combustibles;Director/a Regional Arica y Parinacota;2017;ago;ADP-3690;II 663
Nivel II;Adscrito;Ministerio de Hacienda;Servicio de Tesorerías - Tesorería General de la República;Jefe/a División Función Estudios y Desarrollo;2017;jun;ADP-3726;II 44
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Autorizaciones;2017;ene;ADP-3553;II 84
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Fiscalía Nacional Económica;Jefe/a División Función: Litigios;2017;jul;ADP-3625;II 91
Nivel II;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio Médico Legal;Director/a Regional Aysén;2017;ago;ADP-3770;II 257
Nivel II;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Jefe/a División Técnica;2017;nov;ADP-3828;II 592
Nivel II;No Adscrito;Administración local;Municipalidad de Pitrufquén;Jefe/a Departamento de Administración de Educación Municipal;2018;ago;ADP-3321;II 833
Nivel II;No Adscrito;Administración local;Municipalidad de Quillota;Director/a Departamento de Administración de Educación Municipal de Quillota;2018;oct;ADP-4332;II 945
Nivel II;No Adscrito;Ministerio de Hacienda;Subsecretaria de Hacienda;Jefe/a Programa Exportación de Servicios;2018;abr;ADP-4121;II 1466
Nivel II;No Adscrito;Administración local;Municipalidad de Calbuco;Jefe/a Departamento de Administración de Educación Municipal de Calbuco;2018;abr;ADP-4041;II 946
Nivel II;No Adscrito;Administración local;Municipalidad de San Nicolás;Jefe/a Departamento de Administración de Educación Municipal de San Nicolás;2018;may;ADP-2926;II 1091
Nivel II;No Adscrito;Otros Organismos;Servicio Electoral;Subdirector/a de Control de Gasto y Financiamiento Electoral;2018;jul;ADP-4226;II 769
Nivel II;No Adscrito;Administración local;Municipalidad de Machalí;Jefe/a Departamento de Administración de Educación Municipal;2018;jun;ADP-3559;II 866
Nivel II;No Adscrito;Administración local;Municipalidad de Yumbel;Jefe/a Departamento de Administración de Educación Municipal de Yumbel;2018;ene;ADP-3829;II 935
Nivel II;No Adscrito;Administración local;Municipalidad de Tucapel;Jefe/a de Departamento de Administración de Educación Municipal de Tucapel;2018;abr;ADP-3822;II 878
