id Cargo;RBD;Adscrito;Nivel;MINISTERIO;SERVICIO;Entidad;Cargo;Region
II 247;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Tarapacá;Tarapacá
II 248;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Antofagasta;Antofagasta
II 249;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Atacama;Atacama
II 25;;S;II;Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;;Director/a Hospital;Metropolitana
II 250;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Coquimbo;Coquimbo
II 251;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Valparaíso;Valparaíso
II 252;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional OHiggins;OHiggins
II 253;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Maule;Maule
II 254;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional BíoBío;Bío Bío
II 255;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional La Araucanía;Araucanía
II 256;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Los Lagos;Los Lagos
II 257;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Aysén;Aysén
II 258;;S;II;Justicia y Derechos Humanos;Servicio Medico Legal;;Director/a Regional Magallanes y la Antártica Chilena;Magallanes
II 259;;S;II;Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;;Jefe/a Departamento Jurídico;Metropolitana
II 26;;S;II;Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;;Subdirector/a Médico/a Hospital;Metropolitana
II 260;;S;II;Economía, Fomento y Turismo;Superintendencia de Insolvencia y Reemprendimiento;;Jefe/a Departamento Financiero y Administración;Metropolitana
II 261;;S;II;Trabajo y Previsión Social;Dirección General de Crédito Prendario;;Jefe/a Departamento Jurídico;Metropolitana
II 262;;S;II;Trabajo y Previsión Social;Dirección General de Crédito Prendario;;Jefe/a Departamento de Crédito;Metropolitana
II 27;;S;II;Interior y Seguridad Pública;Dirección de Previsión de Carabineros de Chile;;Subdirector/a Administrativo/a Hospital;Metropolitana
II 28;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Tecnologías de Información y Comunicaciones;Metropolitana
II 29;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Comercial;Metropolitana
II 290;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Jefe/a Departamento Capacitación a Personas;Metropolitana
II 291;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Jefe/a Departamento Jurídico;Metropolitana
II 292;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Jefe/a Departamento Administración y Finanzas;Metropolitana
II 293;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Jefe/a Departamento Empleo y Capacitación en Empresas;Metropolitana
II 295;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Antofagasta;Antofagasta
II 296;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Valparaíso;Valparaíso
II 297;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Metropolitano;Metropolitana
II 298;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Maule;Maule
II 299;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional BíoBío;Bío Bío
II 3;;S;II;Interior y Seguridad Pública;Oficina Nacional de Emergencia;;Jefe/a División Función: Abastecimiento;Metropolitana
II 30;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Prevención de Accidentes;Metropolitana
II 300;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Tarapacá;Tarapacá
II 301;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Atacama;Atacama
II 302;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Coquimbo;Coquimbo
II 303;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional OHiggins;OHiggins
II 304;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional La Araucanía;Araucanía
II 305;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Los Lagos;Los Lagos
II 306;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Aysén;Aysén
II 307;;S;II;Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;;Director/a Regional Magallanes y la Antártica Chilena;Magallanes
II 308;;S;II;Trabajo y Previsión Social;Superintendencia de Pensiones;;Fiscal;Metropolitana
II 31;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Función: Departamento Finanzas;Metropolitana
II 311;;S;II;Trabajo y Previsión Social;Superintendencia de Pensiones;;Jefe/a División Desarrollo Normativo;Metropolitana
II 312;;S;II;Trabajo y Previsión Social;Superintendencia de Pensiones;;Jefe/a División Atención y Servicios al Usuario;Metropolitana
II 313;;S;II;Trabajo y Previsión Social;Superintendencia de Pensiones;;Jefe/a de División, Función: Comisiones Médicas y Ergonómica;Metropolitana
II 315;;S;II;Obras Públicas;Dirección de Arquitectura;;Subdirector/a de Arquitectura;Metropolitana
II 316;;S;II;Obras Públicas;Dirección de Arquitectura;;Jefe/a División Edificación Pública;Metropolitana
II 317;;S;II;Obras Públicas;Dirección de Arquitectura;;Jefe/a División Planificación y Coordinación;Metropolitana
II 318;;S;II;Obras Públicas;Dirección de Arquitectura;;Jefe/a División Administración;Metropolitana
II 319;;S;II;Obras Públicas;Dirección de Contabilidad y Finanzas;;Subdirector/a de Contabilidad y Finanzas;Metropolitana
II 32;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Fiscal;Metropolitana
II 320;;S;II;Obras Públicas;Dirección de Obras Hidráulicas;;Subdirector/a de Gestión y Desarrollo;Metropolitana
II 321;;S;II;Obras Públicas;Dirección de Obras Hidráulicas;;Jefe/a División Función: Riego;Metropolitana
II 322;;S;II;Obras Públicas;Dirección de Obras Hidráulicas;;Jefe/a División de Estudios;Metropolitana
II 323;;S;II;Obras Públicas;Dirección de Obras Portuarias;;Jefe/a División de Proyectos;Metropolitana
II 324;;S;II;Obras Públicas;Dirección de Obras Portuarias;;Jefe/a División Función Construcción;Metropolitana
II 325;;S;II;Obras Públicas;Dirección de Vialidad;;Subdirector/a Vialidad Urbana;Metropolitana
II 326;;S;II;Obras Públicas;Dirección de Vialidad;;Subdirector/a de Desarrollo;Metropolitana
II 327;;S;II;Obras Públicas;Dirección de Vialidad;;Subdirector/a de Obras;Metropolitana
II 328;;S;II;Obras Públicas;Dirección de Vialidad;;Subdirector/a de Mantenimiento;Metropolitana
II 329;;S;II;Obras Públicas;Dirección de Vialidad;;Subdirector/a de Administración;Metropolitana
II 33;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Función: Lógistica;Metropolitana
II 330;;S;II;Obras Públicas;Dirección General de Aguas;;Subdirector/a;Metropolitana
II 331;;S;II;Obras Públicas;Dirección General de Aguas;;Jefe/a División de Hidrología;Metropolitana
II 332;;S;II;Obras Públicas;Dirección General de Aguas;;Jefe/a División Estudios y Planificación;Metropolitana
II 333;;S;II;Obras Públicas;Dirección General de Aguas;;Jefe/a División Legal;Metropolitana
II 334;;S;II;Obras Públicas;Fiscalía del Ministerio de Obras Públicas;;Jefe/a División Expropiaciones;Metropolitana
II 335;;S;II;Obras Públicas;Fiscalía del Ministerio de Obras Públicas;;Jefe/a División Legal;Metropolitana
II 336;;S;II;Obras Públicas;Instituto Nacional de Hidráulica;;Jefe/a División Técnica;Metropolitana
II 337;;S;II;Obras Públicas;Superintendencia de Servicios Sanitarios;;Jefe/a División Concesiones;Metropolitana
II 338;;S;II;Obras Públicas;Superintendencia de Servicios Sanitarios;;Jefe/a División Fiscalización;Metropolitana
II 339;;S;II;Obras Públicas;Superintendencia de Servicios Sanitarios;;Jefe/a División Jurídica - Fiscal;Metropolitana
II 34;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Dirección Meteorológica de Chile;Metropolitana
II 340;;S;II;Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;;Jefe/a Departamento, Función Operaciones;Metropolitana
II 341;;S;II;Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;;Jefe/a Departamento Finanzas, Administración y Servicios Internos;Metropolitana
II 342;;S;II;Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;;Jefe/a Departamento, Función: Asesoría Jurídica;Metropolitana
II 344;;S;II;Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;;Jefe/a Departamento Función: Técnico;Metropolitana
II 345;;S;II;Salud;Centro de Referencia de Salud de Maipú;;Subdirector/a Gestión y Desarrollo de Personas;Metropolitana
II 346;;S;II;Salud;Centro de Referencia de Salud de Maipú;;Subdirector/a Gestión Clinica;Metropolitana
II 347;;S;II;Salud;Centro de Referencia de Salud de Maipú;;Subdirector/a Gestión Administrativa y Financiera;Metropolitana
II 348;;S;II;Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;;Subdirector/a Médico/a;Metropolitana
II 349;;S;II;Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;;Subdirector/a de Administración y Finanzas;Metropolitana
II 35;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Función Departamento Secretaría General;Metropolitana
II 350;;S;II;Salud;Centro de Referencia de Salud Peñalolén Cordillera Oriente;;Subdirector/a Clínico;Metropolitana
II 358;;S;II;Salud;Instituto de Salud Pública;;Jefe/a Departamento Función: Laboratorio Biomédico Nacional de Referencia;Metropolitana
II 359;;S;II;Salud;Instituto de Salud Pública;;Jefe/a Departamento Función: Agencia Nacional de Medicamentos;Metropolitana
II 36;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Recursos Humanos;Metropolitana
II 360;;S;II;Salud;Instituto de Salud Pública;;Jefe/a Departamento de Salud Ocupacional;Metropolitana
II 361;;S;II;Salud;Instituto de Salud Pública;;Jefe/a Departamento de Salud Ambiental;Metropolitana
II 362;;S;II;Salud;Instituto de Salud Pública;;Jefe/a Departamento de Administración y Finanzas;Metropolitana
II 363;;S;II;Salud;Servicio de Salud Arica;;Subdirector/a Administrativo/a Servicio de Salud;Arica y Parinacota
II 364;;S;II;Salud;Servicio de Salud Arica;;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;Arica y Parinacota
II 365;;S;II;Salud;Servicio de Salud Arica;;Subdirector/a Médico/a Servicio de Salud;Arica y Parinacota
II 366;;S;II;Salud;Servicio de Salud Arica;;Director/a Hospital Dr. Juan Noé Crevani de Arica;Arica y Parinacota
II 367;;S;II;Salud;Servicio de Salud Arica;;Subdirector/a Médico/a Hospital Dr. Juan Noé Crevani de Arica;Arica y Parinacota
II 368;;S;II;Salud;Servicio de Salud Iquique;;Subdirector/a Administrativo/a Servicio de Salud;Tarapacá
II 369;;S;II;Salud;Servicio de Salud Iquique;;Subdirector/a Médico/a Servicio de Salud;Tarapacá
II 37;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a Departamento Función: Aeródromos y Servicios Aeronáuticos;Metropolitana
II 370;;S;II;Salud;Servicio de Salud Iquique;;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;Tarapacá
II 371;;S;II;Salud;Servicio de Salud Antofagasta;;Subdirector/a Administrativo/a Servicio de Salud;Antofagasta
II 372;;S;II;Salud;Servicio de Salud Antofagasta;;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;Antofagasta
II 373;;S;II;Salud;Servicio de Salud Antofagasta;;Subdirector/a Médico/a Servicio de Salud;Antofagasta
II 374;;S;II;Salud;Servicio de Salud Antofagasta;;Director/a Hospital Regional de Antofagasta;Antofagasta
II 376;;S;II;Salud;Servicio de Salud Antofagasta;;Director/a Hospital de Tocopilla;Antofagasta
II 377;;S;II;Salud;Servicio de Salud Antofagasta;;Director/a Hospital de Calama;Antofagasta
II 378;;S;II;Salud;Servicio de Salud Antofagasta;;Subdirector/a Médico Hospital Regional de Antofagasta;Antofagasta
II 379;;S;II;Salud;Servicio de Salud Antofagasta;;Jefe/a Departamento Auditoría;Antofagasta
II 38;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a del Departamento de Seguridad Operacional;Metropolitana
II 380;;S;II;Salud;Servicio de Salud Atacama;;Subdirector/a Administrativo/a Servicio de Salud;Atacama
II 381;;S;II;Salud;Servicio de Salud Atacama;;Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó;Atacama
II 382;;S;II;Salud;Servicio de Salud Atacama;;Subdirector/a Médico/a Servicio de Salud;Atacama
II 383;;S;II;Salud;Servicio de Salud Atacama;;Director/a Hospital San José del Carmen de Copiapó;Atacama
II 384;;S;II;Salud;Servicio de Salud Atacama;;Director/a Hospital Provincial del Huasco;Atacama
II 385;;S;II;Salud;Servicio de Salud Atacama;;Subdirector/a Médico/a Hospital San José del Carmen de Copiapó;Atacama
II 386;;S;II;Salud;Servicio de Salud Coquimbo;;Subdirector/a Administrativo/a Servicio de Salud;Coquimbo
II 387;;S;II;Salud;Servicio de Salud Coquimbo;;Jefe/a Departamento Auditoría;Coquimbo
II 388;;S;II;Salud;Servicio de Salud Coquimbo;;Subdirector/a Médico/a Servicio de Salud;Coquimbo
II 389;;S;II;Salud;Servicio de Salud Coquimbo;;Director/a Hospital La Serena;Coquimbo
II 39;;S;II;Defensa;Dirección General de Aeronáutica Civil;;Director/a del Departamento de Auditoría Interna;Metropolitana
II 390;;S;II;Salud;Servicio de Salud Coquimbo;;Director/a Hospital San Pablo de Coquimbo;Coquimbo
II 391;;S;II;Salud;Servicio de Salud Coquimbo;;Director/a Hospital Dr. Humberto Elorza Cortés de Illapel;Coquimbo
II 392;;S;II;Salud;Servicio de Salud Coquimbo;;Director/a Hospital Antonio Tirado Lanas de Ovalle;Coquimbo
II 393;;S;II;Salud;Servicio de Salud Aconcagua;;Subdirector/a Administrativo/a Servicio de Salud;Valparaíso
II 394;;S;II;Salud;Servicio de Salud Aconcagua;;Jefe/a Departamento de Auditoría;Valparaíso
II 395;;S;II;Salud;Servicio de Salud Aconcagua;;Subdirector/a Médico Servicio de Salud;Valparaíso
II 396;;S;II;Salud;Servicio de Salud Aconcagua;;Director/a Hospital San Juan de Dios de Los Andes;Valparaíso
II 397;;S;II;Salud;Servicio de Salud Aconcagua;;Director/a Hospital San Camilo de San Felipe;Valparaíso
II 398;;S;II;Salud;Servicio de Salud Aconcagua;;Director/a Hospital Psiquiátrico Dr. Philippe Pinel;Valparaíso
II 399;;S;II;Salud;Servicio de Salud Aconcagua;;Director/a Hospital de Llay Llay;Valparaíso
II 4;;S;II;Interior y Seguridad Pública;Oficina Nacional de Emergencia;;Jefe/a División de Presupuesto;Metropolitana
II 40;;S;II;Hacienda;Dirección de Compras y Contratación Pública;;Jefe/a División de Compras Colaborativas;Metropolitana
II 400;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Subdirector/a Administrativo/a Servicio de Salud;Valparaíso
II 401;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Subdirector/a Administrativo/a Hospital Gustavo Fricke;Valparaíso
II 402;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Subdirector/a Médico/a Servicio de Salud;Valparaíso
II 403;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Director/a Hospital Gustavo Fricke;Valparaíso
II 404;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Subdirector/a Médico/a Hospital Gustavo Fricke;Valparaíso
II 406;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Director/a Hospital San Martín de Quillota;Valparaíso
II 407;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Director/a Hospital de Quilpué;Valparaíso
II 408;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Director/a Hospital de Calera;Valparaíso
II 409;;S;II;Salud;Servicio de Salud Viña del Mar - Quillota;;Director/a Hospital Santo Tomás de Limache;Valparaíso
II 41;;S;II;Hacienda;Dirección de Compras y Contratación Pública;;Jefe/a División Mercado Público - Dirección de Compras y Contratación Pública;Metropolitana
II 410;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Subdirector/a Administrativo/a Servicio de Salud;Valparaíso
II 411;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Jefe/a Departamento Auditoría;Valparaíso
II 412;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Subdirector/a Administrativo/a Hospital Carlos Van Buren;Valparaíso
II 413;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Subdirector/a Médico/a Servicio de Salud;Valparaíso
II 414;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Director/a Hospital Carlos Van Buren;Valparaíso
II 416;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Subdirector/a Médico/a Hospital Carlos Van Buren;Valparaíso
II 418;;S;II;Salud;Servicio de Salud Valparaíso - San Antonio;;Director/a Hospital Claudio Vicuña;Valparaíso
