Nivel;Adscrito;Ministerio;Servicio;Nombre Cargo;Mes envío nómina;Año Envío Nómina;Fecha Envío Nómina
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Subdirector/a Médico/a Servicio de Salud;jul;2007;27-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Juan de Dios de La Serena;jul;2007;27-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur-Oriente;Jefe/a Departamento Auditoría;ago;2007;06-08-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Capacitación a Personas;ago;2007;14-08-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Función Gestión de Personas;jun;2007;08-06-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Jurídico;oct;2007;05-10-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Administración y Finanzas;oct;2007;18-10-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Maule;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Administrativo/a Servicio de Salud;may;2007;25-05-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Empleo y Capacitación en Empresas;ago;2007;14-08-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Jefe/a Departamento Servicios Internos;ago;2007;10-08-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Tarapacá;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Antofagasta;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Bío-Bío;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Los Lagos;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional Magallanes y la Antártica Chilena;jun;2007;13-06-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Médico/a Servicio de Salud;ene;2007;29-01-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Hospital de Las Higueras;ene;2007;02-01-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Servicio Nacional de Capacitación y Empleo;Director/a Regional de Atacama;jun;2007;07-06-2007
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Protección Civil;may;2007;10-05-2007
Nivel II;Adscrito;Ministerio del Interior y Seguridad Pública;Servicio Nacional de Prevención y Respuesta ante Desastres;Jefe/a División Función: Abastecimiento;may;2007;09-05-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Hospital Regional de Antofagasta;feb;2007;09-02-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Victoria;ene;2007;10-01-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Angol;ene;2007;10-01-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Subdirector/a Administrativo/a Servicio de Salud;mar;2007;23-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Central;Director/a Hospital de Urgencia Asistencia Pública;mar;2007;07-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Subdirector/a Administrativo/a Servicio de Salud;abr;2007;18-04-2007
Nivel II;Adscrito;Ministerio de Hacienda;Superintendencia de Casinos de Juego;Jefe/a División Fiscalización;mar;2007;15-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Servicio de Salud;may;2007;25-05-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arica y Parinacota;Subdirector/a Administrativo/a Hospital de Arica Dr. Juan Noé Crevani;may;2007;25-05-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Biobío;Subdirector/a Administrativo/a Servicio de Salud;feb;2007;14-02-2007
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Administrativa;jul;2007;10-07-2007
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Subdirector/a Función Técnica;jun;2007;28-06-2007
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Aysén;jul;2007;17-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Subdirector/a Administrativo/a Servicio de Salud;mar;2007;08-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;abr;2007;04-04-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Concepción;Subdirector/a Médico/a Hospital Guillermo Grant Benavente;mar;2007;13-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital Regional Libertador Bernardo OHiggins;mar;2007;15-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud O'Higgins;Director/a Hospital de San Fernando;mar;2007;15-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Chiloé;Director/a Hospital de Ancud;mar;2007;26-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Subdirector/a Médico/a Servicio de Salud;nov;2007;26-11-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Tarapacá;Director/a Hospital Dr. Ernesto Torres Galdames de Iquique;dic;2007;24-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Médico/a Servicio de Salud;mar;2007;15-03-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Magallanes;Director/a Hospital Clínico Magallanes Dr. Lautaro Navarro Avaria;feb;2007;05-02-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Servicio de Salud;jul;2007;26-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital del Salvador;ago;2007;06-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Subdirector/a Médico/a Hospital del Salvador;ago;2007;06-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Oriente;Director/a Hospital Instituto Nacional del Tórax;ago;2007;06-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Director/a Hospital Psiquiátrico El Salvador;nov;2007;26-11-2007
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe/a de División Tecnología;jun;2007;20-06-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital Regional de Antofagasta;jul;2007;04-07-2007
Nivel II;Adscrito;Ministerio de Agricultura;Servicio Agrícola y Ganadero;Director/a Regional Aysén;jun;2007;04-06-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Dr. Humberto Elorza Cortés de Illapel;jul;2007;27-07-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Jefe/a Departamento de Auditoría;may;2007;29-05-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Tarapacá;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Valparaíso;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bdo. OHiggins;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Maule;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Los Lagos;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Magallanes y la Antártica Chilena;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Metropolitano/a;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Hacienda;Unidad de Análisis Financiero;Jefe/a División Función Inteligencia Financiera;abr;2007;09-04-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Jefe/a Departamento Auditoría;ago;2007;30-08-2007
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Tarapacá;dic;2007;20-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Servicio de Salud;ago;2007;21-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Director/a de Hospital San José del Carmen de Copiapó;sep;2007;04-09-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Administrativo/a Hospital San José del Carmen de Copiapó;ago;2007;21-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a de Hospital San Pablo de Coquimbo;oct;2007;04-10-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Atacama;Subdirector/a Médico/a Servicio de Salud;jul;2007;27-07-2007
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;jun;2007;13-06-2007
Nivel II;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Director/a Regional Bío-Bío;ago;2007;23-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Subdirector/a Administrativo/a Hospital de Las Higueras;oct;2007;19-10-2007
Nivel II;Adscrito;Ministerio del Trabajo y Previsión Social;Instituto de Previsión Social;Director/a Regional del Bío-Bío;ago;2007;10-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Araucanía Norte;Director/a Hospital de Angol;jul;2007;27-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Jefe/a Departamento Auditoría;sep;2007;04-09-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Médico/a Servicio de Salud;jul;2007;03-07-2007
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Técnico;sep;2007;04-09-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital San Juan de Dios;ago;2007;30-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Director/a Hospital de Peñaflor;ago;2007;30-08-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Occidente;Subdirector/a Administrativo/a Servicio de Salud;jul;2007;17-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Valparaíso - San Antonio;Jefe/a Departamento Auditoría;dic;2007;04-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Director/a Hospital El Pino;jul;2007;25-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Osorno;Director/a de Hospital Base San José de Osorno;dic;2007;10-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aconcagua;Director/a Hospital San Camilo de San Felipe;jul;2007;23-07-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Talcahuano;Director/a Hospital de Las Higueras;sep;2007;27-09-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Subdirector/a Administrativo/a Servicio de Salud;sep;2007;04-09-2007
Nivel II;Adscrito;Ministerio de Economía, Fomento y Turismo;Instituto Nacional de Estadísticas;Director/a Regional Maule;dic;2007;20-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Sur;Subdirector/a Médico/a Servicio de Salud;oct;2007;09-10-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Arauco;Director/a Hospital de Curanilahue;sep;2007;27-09-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Ñuble;Subdirector/a Médico/a Servicio de Salud;oct;2007;17-10-2007
Nivel II;Adscrito;Ministerio de Hacienda;Dirección de Compras y Contratación Pública;Jefe de División Adopción y Gestión de Usuarios;oct;2007;10-10-2007
Nivel II;Adscrito;Ministerio de Salud;Central de Abastecimiento del Sistema Nacional de Servicios de Salud;Jefe/a Departamento Función: Logística;nov;2007;02-11-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Hospital de Puerto Aysén;nov;2007;16-11-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a del Hospital de Coyhaique;nov;2007;16-11-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Coquimbo;Director/a Hospital Antonio Tirado Lanas de Ovalle;dic;2007;13-12-2007
Nivel II;Adscrito;Ministerio de Salud;Servicio de Salud Antofagasta;Director/a Hospital de Calama;nov;2007;16-11-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Tarapacá;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Antofagasta;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Coquimbo;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Valparaíso;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Metropolitano/a;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional OHiggins;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Maule;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Bío-Bío;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Los Lagos;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Aysén;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Magallanes y la Antártica Chilena;ago;2007;16-08-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Atacama;dic;2007;10-12-2007
Nivel II;Adscrito;Ministerio del Deporte;Instituto Nacional de Deportes de Chile;Director/a Regional Araucanía;dic;2007;10-12-2007
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Parque Metropolitano de Santiago;Director/a;ene;2008;21-01-2008
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Agencia Chilena de Cooperación Internacional para el Desarrollo;Director/a Ejecutivo/a;ene;2008;29-01-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Arica y Parinacota;Director/a Regional Serviu Arica y Parinacota;abr;2008;04-04-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Los Ríos;Director/a;abr;2008;04-04-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Valparaíso;Director/a Regional Serviu Valparaíso;abr;2008;24-04-2008
Nivel I;Adscrito;Ministerio de Obras Públicas;Instituto Nacional de Hidráulica;Director/a Ejecutivo/a;sep;2008;02-09-2008
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Aysén;Director/a Servicio de Salud;jun;2008;16-06-2008
Nivel I;Adscrito;Ministerio de Salud;Servicio de Salud Metropolitano Norte;Director/a Servicio de Salud;may;2008;30-05-2008
Nivel I;Adscrito;Ministerio de Educación;Junta Nacional de Auxilio Escolar y Becas;Secretario/a General;jul;2008;11-07-2008
Nivel I;Adscrito;Ministerio de Transportes y Telecomunicaciones;Junta de Aeronáutica Civil;Secretario/a General;ago;2008;21-08-2008
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Defensoría Penal Pública;Defensor Nacional;jun;2008;25-06-2008
Nivel I;Adscrito;Ministerio de Relaciones Exteriores;Instituto Antártico Chileno;Director/a;jul;2008;14-07-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Metropolitano;Director/a;ago;2008;19-08-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región del Libertador General Bernardo O'Higgins;Director/a Regional Serviu OHiggins;ago;2008;01-08-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Atacama;Director/a Regional Serviu Atacama;ago;2008;01-08-2008
Nivel I;Adscrito;Ministerio de Justicia y Derechos Humanos;Servicio de Registro Civil e Identificación;Director/a Nacional;ago;2008;21-08-2008
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Contabilidad y Finanzas;Director/a Nacional;sep;2008;08-09-2008
Nivel I;Adscrito;Ministerio de Vivienda y Urbanismo;Servicio de Vivienda y Urbanización Región de Tarapacá;Director/a Regional Serviu Tarapacá;ago;2008;19-08-2008
Nivel I;Adscrito;Ministerio de Obras Públicas;Dirección de Obras Portuarias;Director/a Nacional;sep;2008;02-09-2008
